original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
"Publicacao diz que no dia 22/3/20, 793 pessoas morreram na Italia incluindo 232 criancas",publicacao diz dia pessoas morreram italia incluindo criancas,publicaca diz dia pesso morr ital inclu crianc,publicacao dizer dia pessoa morrer italia incluir crianca,dia citado pessoas morreram it lia devido novo coronav rus n men crian nenhuma mortes relacionada infec es infantis,dia cit pesso morr it lia dev nov coronav rus n men crian nenhum mort relacion infec es infant,publicacao dizer dia pessoa morrer italia incluir crianca,Falso,,,,,
Fotografias publicadas no Facebook afirmam retratar caixoes com vitimas do novo coronavirus na Italia,fotografias publicadas facebook afirmam retratar caixoes vitimas novo coronavirus italia,fotograf public facebook afirm retrat caixo vitim nov coronavirus ital,fotografia publicar facebook afirmar retratar caixoe vitima novo coronavirus italio,fotos tiradas abril terremoto l aquila matou pessoas,fot tir abril terremot l aquil mat pesso,fotografia publicar facebook afirmar retratar caixoe vitima novo coronavirus italio,Falso,,,,,
George Soros e uma das pessoas responsaveis pelo novo coronavirus  criado em laboratorio,george soros pessoas responsaveis novo coronavirus criado laboratorio,georg sor pesso responsav nov coronavirus cri laboratori,george soro pessoa responsavel novo coronavirus criar laboratorio,n h evid ncias cient ficas novo coronav rus sido produzido laborat rio estudo publicado nature diz v rus veio animal infectou ser humano,n h evid nci cient fic nov coronav rus sid produz laborat rio estud public natur diz v rus vei animal infect ser human,george soro pessoa responsavel novo coronavirus criar laboratorio,Falso,,,,,
"Casas devem ser aquecidas a temperaturas acima de 23 graus porque o novo coronavirus so pode se espalhar a baixas temperaturas""""",casas devem ser aquecidas temperaturas acima graus porque novo coronavirus so pode espalhar baixas temperaturas,cas dev ser aquec temperatur acim graus porqu nov coronavirus so pod espalh baix temperatur,casa dever ser aquecer temperatura acima grau porque novo coronavirus so poder espalhar baixo temperatura,n h evid ncias cient ficas apoiar teoria n h conex morte v rus temperatura casas,n h evid nci cient fic apoi teor n h conex mort v rus temperatur cas,casa dever ser aquecer temperatura acima grau porque novo coronavirus so poder espalhar baixo temperatura,Falso,,,,,
Beber cafe pode ajudar a prevenir o novo coronavirus.,beber cafe pode ajudar prevenir novo coronavirus,beb caf pod ajud preven nov coronavirus,beber cafe poder ajudar prevenir novo coronavirus,n h evid ncias cient ficas apoiar teoria autoridades sa nunca fizeram conex,n h evid nci cient fic apoi teor autor sa nunc fiz conex,beber cafe poder ajudar prevenir novo coronavirus,Falso,,,,,
Nao ha casos do novo coronavirus na Russia,nao ha casos novo coronavirus russia,nao ha cas nov coronavirus russ,nao ha caso novo coronaviru russio,dia pe publicado j havia pessoas infectadas covid segundo autoridades nacionais,dia pe public j hav pesso infect covid segund autor nacion,nao ha caso novo coronaviru russio,Falso,,,,,
Os Simpsons ja haviam previsto a pandemia de coronavirus,simpsons ja haviam previsto pandemia coronavirus,simpsons ja hav previst pandem coronavirus,simpsom ja haver prever pandemia coronaviru,alega falsa imagens usadas ilustrar manipuladas n s imagens originais s rie,aleg fals imagens usad ilustr manipul n s imagens origin s rie,simpsom ja haver prever pandemia coronaviru,Falso,,,,,
Rainha Elizabeth II esta infectada com o novo coronavirus,rainha elizabeth ii infectada novo coronavirus,rainh elizabeth ii infect nov coronavirus,rainha elizabeth ii infectar novo coronavirus,pal cio buckingham apenas confirmou pr ncipe charles est infectado covid nunca an ncio oficial sobre rainha,pal cio buckingh apen confirm pr ncip charl est infect covid nunc an nci oficial sobr rainh,rainha elizabeth ii infectar novo coronavirus,Falso,,,,,
"UNICEF aconselha a nao tomar sorvete, alimentos quentes sao mais seguros",unicef aconselha nao tomar sorvete alimentos quentes sao seguros,unicef aconselh nao tom sorvet aliment quent sao segur,unicef aconselhar nao tomar sorvete alimento quente ser seguro,unicef divulgou declara oficial confirmando informa falsa,unicef divulg decl oficial confirm inform fals,unicef aconselhar nao tomar sorvete alimento quente ser seguro,Falso,,,,,
Vacina cubana curou 1.500 pessoas infectadas com o novo coronavirus,vacina cubana curou pessoas infectadas novo coronavirus,vacin cuban cur pesso infect nov coronavirus,vacina cubano curar pessoa infectar novo coronavirus,n h vacina dispon vel acordo autoridades sa especialistas estimam levar cerca meses desenvolver testar vacina pode ser segura seres humanos,n h vacin dispon vel acord autor sa especial estim lev cerc mes desenvolv test vacin pod ser segur ser human,vacina cubano curar pessoa infectar novo coronavirus,Falso,,,,,
Vacina para o novo coronavirus estara disponivel em alguns dias,vacina novo coronavirus estara disponivel alguns dias,vacin nov coronavirus estar disponivel alguns dias,vacina novo coronaviru estar disponivel algum dia,conte verdade teste sul coreano covid laborat rio sugentech ainda n existe vacina dispon vel mercado,cont verdad test sul corean covid laborat rio sugentech aind n exist vacin dispon vel merc,vacina novo coronaviru estar disponivel algum dia,Falso,,,,,
Video mostra mulher infectada com COVID-19 cuspindo no corredor de frutas em um supermercado e sendo presa,video mostra mulher infectada covid cuspindo corredor frutas supermercado sendo presa,vid mostr mulh infect covid cusp corredor frut supermerc send pres,video mostrar mulher infectar covid cuspir corredor fruta supermercado ser presa,imagens utilizadas pertencem dois v deos diferentes n filmados supermercado n h evid ncias mesma mulher ambas infectada covid n raz pris,imagens utiliz pertenc dois v deos diferent n film supermerc n h evid nci mesm mulh ambas infect covid n raz pris,video mostrar mulher infectar covid cuspir corredor fruta supermercado ser presa,Falso,,,,,
Eles criam doencas para oferecer vacinas. Ja existe uma patente para um coronavirus atenuado.,criam doencas oferecer vacinas ja existe patente coronavirus atenuado,cri doenc oferec vacin ja exist patent coronavirus atenu,criar doenca oferecer vacina ja existir patente coronaviru atenuar,instituto pirbright possui patente forma atenuada cepa diferente coronav rus v rus bronquite infecciosa ibv afeta apenas aves,institut pirbright possu patent form atenu cep diferent coronav rus v rus bronquit infecc ibv afet apen aves,criar doenca oferecer vacina ja existir patente coronaviru atenuar,Falso,,,,,
"Como prevenir o coronavirus: beba cha de erva-doce duas vezes por dia. O cha de erva-doce tem o mesmo componente do medicamento Tamiflu, usado no tratamento do H1N1",prevenir coronavirus beba cha erva doce duas vezes dia cha erva doce componente medicamento tamiflu usado tratamento h n,preven coronavirus beb cha erva doc duas vez dia cha erva doc component medic tamiflu usad tratament h n,prevenir coronavirus beber cha erva doce dois vez dia cha erva doce componente medicamento tamiflu usar tratamento h n,ch erva doce n possui componente tamiflu tamiflu n recomendado oms tratar novo coronav rus,ch erva doc n possu component tamiflu tamiflu n recomend oms trat nov coronav rus,prevenir coronavirus beber cha erva doce dois vez dia cha erva doce componente medicamento tamiflu usar tratamento h n,Falso,,,,,
"Coronavirus na China: mais de 30 milhoes em quarentena, 2,8 milhoes infectados; 112.000 mortos! Pessoas caindo nas ruas e trens! Supermercados sem comida!",coronavirus china milhoes quarentena milhoes infectados mortos pessoas caindo ruas trens supermercados comida,coronavirus chin milho quarenten milho infect mort pesso caind ruas trens supermerc com,coronavir china milho quarentena milho infectar matar pessoa cair rua trem supermercado comer,nenhuma fonte oficial confirmou n meros mortos casos confirmados at janeiro hal turner nunca trabalhou fbi apenas informante,nenhum font oficial confirm n mer mort cas confirm at janeir hal turn nunc trabalh fbi apen inform,coronavir china milho quarentena milho infectar matar pessoa cair rua trem supermercado comer,Falso,,,,,
Paciente com coronavirus morde jugular de medico nos EUA,paciente coronavirus morde jugular medico eua,pacient coronavirus mord jugul medic eua,paciente coronaviru morder jugular medico eua,captura tela manipulada globo nunca publicou hist ria url redirecionado artigo n relacionado url encurtado dom nio t co enquanto globo usa glo bo tes,captur tel manipul glob nunc public hist ria url redirecion artig n relacion url encurt dom nio t co enquant glob usa glo bo tes,paciente coronaviru morder jugular medico eua,Falso,,,,,
"Empresa chinesa Ruilan Bao Hu San Biotech Limited e a origem do novo coronavirus. Seu logotipo lembra a Umbrella Corporation, do videogame Resident Evil.",empresa chinesa ruilan bao hu san biotech limited origem novo coronavirus logotipo lembra umbrella corporation videogame resident evil,empres chines ruilan bao hu san biotech limited orig nov coronavirus logotip lembr umbrell corporation videogam resident evil,empresa chinês ruilan bao hu san biotech limited origem novo coronavirus logotipo lembrar umbrella corporation videogame resident evil,empresa est sediada xangai km wuhan origem v rus ainda desconhecida,empres est sedi xanga km wuhan orig v rus aind desconhec,empresa chinês ruilan bao hu san biotech limited origem novo coronavirus logotipo lembrar umbrella corporation videogame resident evil,Falso,,,,,
"Foto de varias pessoas caidas no chao no meio da rua, supostamente na China",foto varias pessoas caidas chao meio rua supostamente china,fot var pesso caid cha mei rua supost chin,foto varias pessoa cair chao meio rua supostamente chino,foto tirada frankfurt alemanha,fot tir frankfurt alemanh,foto varias pessoa cair chao meio rua supostamente chino,Falso,,,,,
"Video do mercado de Wuhan, cidade chinesa onde o novo coronavirus comecou a se espalhar.",video mercado wuhan cidade chinesa onde novo coronavirus comecou espalhar,vid merc wuhan cidad chines onde nov coronavirus comec espalh,video mercado wuhan cidade chinês onde novo coronavirus começar espalhar,v deo mercado indon sia,v deo merc indon sia,video mercado wuhan cidade chinês onde novo coronavirus começar espalhar,Falso,,,,,
Medicos confirmam que o novo coronavirus pode chegar ao Brasil por meio de pacotes do AliExpress.,medicos confirmam novo coronavirus pode chegar brasil meio pacotes aliexpress,medic confirm nov coronavirus pod cheg brasil mei pacot aliexpress,medico confirmar novo coronavirus poder chegar brasil meio pacote aliexpre,especialistas concordam improv vel v rus sobreviva algumas horas host superf cie s lida,especial concord improv vel v rus sobrev algum hor host superf cie s lid,medico confirmar novo coronavirus poder chegar brasil meio pacote aliexpre,Falso,,,,,
"Caso do novo coronavirus foi registrado em hospital no Maranhao, Brasil.",caso novo coronavirus registrado hospital maranhao brasil,cas nov coronavirus registr hospital maranha brasil,caso novo coronavir registrar hospital maranhao brasil,tipo diferente coronav rus hcov oc causa resfriados regulares,tip diferent coronav rus hcov oc caus resfri regul,caso novo coronavir registrar hospital maranhao brasil,Falso,,,,,
